"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"ENSG00000227232.5" 27.4454319779235 -0.163284018916585 0.352954746459087 -0.462620266633849 0.643636579157308 NA
"ENSG00000279457.4" 60.5466710753398 0.0471201185683354 0.244089516307089 0.193044417807168 0.846924181904445 NA
"ENSG00000228463.10" 36.3043341520087 0.065143887773346 0.306624116343255 0.212455199383012 0.831751925640312 NA
"ENSG00000230021.10" 677.04577058841 -0.0315242938410401 0.0758282817588364 -0.415732667414246 0.677605634124168 NA
"ENSG00000225972.1" 25.2995241939091 -0.10437031869086 0.388600081741061 -0.268580279816836 0.788252689290158 NA
"ENSG00000225630.1" 435.495124729338 -0.165748407173938 0.0981111201588749 -1.68939470781228 0.0911438145078279 NA
"ENSG00000248527.1" 1963.26120184131 -0.140155284732348 0.0680657791918805 -2.05911526168302 0.0394831981617302 0.336246818503443
"ENSG00000291215.1" 234.348830073362 -0.0924931422624268 0.124769931572257 -0.741309553486947 0.458505770459003 NA
"ENSG00000228327.6" 36.1894229496414 -0.549334172500806 0.297516730219684 -1.84639758609602 0.0648344974684178 NA
"ENSG00000237491.10" 257.31026085238 0.0173086878849141 0.121017150358098 0.143026734918948 0.886269066845815 NA
"ENSG00000290784.1" 83.3269540919983 -0.0430960239737866 0.203675757914168 -0.211591327387856 0.8324258758866 NA
"ENSG00000230092.8" 19.8595472184622 -0.0875676693583592 0.435631662435683 -0.201013096405241 0.840688333627218 NA
"ENSG00000225880.6" 47.6216236025685 0.0347729133626729 0.266935685286388 0.130267009168766 0.896355180490925 NA
"ENSG00000228794.12" 255.682716694474 0.0280233279800429 0.121777282859896 0.230119504409402 0.817998909234149 NA
"ENSG00000272438.1" 142.159127420503 -0.00954742959625226 0.156796927043189 -0.060890412690438 0.951446484843836 NA
"ENSG00000230699.2" 40.0765792834926 0.107581163485657 0.313995860288183 0.342619687364412 0.731884589220828 NA
"ENSG00000188976.11" 744.278372441869 0.0784194079467826 0.0879700288624027 0.891433241080794 0.372696791281704 NA
"ENSG00000187961.15" 82.6931541876298 -0.0142384940464947 0.22103339935498 -0.0644178395122436 0.948637525651194 NA
"ENSG00000272512.1" 21.5435354191399 -0.327899658801711 0.393868237591771 -0.832511046858178 0.405120545402754 NA
"ENSG00000188290.11" 34.6064832851099 -0.104466931661738 0.3429481687935 -0.304614344579402 0.760659893550824 NA
"ENSG00000187608.10" 151.347298020156 -0.0516540518961769 0.152176136282205 -0.339435953350704 0.734281337687181 NA
"ENSG00000188157.15" 443.188012994675 0.0541935975892934 0.110225400973138 0.491661605318184 0.622958584870172 NA
"ENSG00000242590.1" 60.1439946186616 0.0599222969170985 0.24436242128298 0.245218952253327 0.806286902528664 NA
"ENSG00000291156.1" 23.4856400913359 -0.364697217765551 0.422225437785991 -0.86374999023721 0.387725245525156 NA
"ENSG00000131591.18" 484.985826154427 -0.00158027485909014 0.0956833114730455 -0.0165156790119593 0.986822993751417 NA
"ENSG00000078808.20" 283.60963048331 -0.0327811332271856 0.127876705429028 -0.256349529159392 0.797680955840843 NA
"ENSG00000176022.7" 81.010619023781 0.247397620408061 0.223077168546865 1.10902259527329 0.267420434625429 NA
"ENSG00000160087.21" 563.942122335736 -0.00451907431807562 0.0859834617557891 -0.0525574828670045 0.958084493877136 NA
"ENSG00000131584.19" 101.749844682412 -0.0936953626242075 0.186215241451309 -0.503156250229424 0.614854421301179 NA
"ENSG00000169972.13" 48.7868441764045 -0.0787692562978275 0.27557668450469 -0.285834254953042 0.775005070511008 NA
"ENSG00000127054.22" 291.871190074614 -0.0467226956320911 0.136567181236513 -0.342122428017129 0.732258759648731 NA
"ENSG00000240731.1" 26.2444355197497 -0.0719660229172447 0.361411953873275 -0.199124633665213 0.84216525218595 NA
"ENSG00000224051.7" 23.5058188522927 0.0660415023421962 0.400896328154933 0.164734615171316 0.86915287021553 NA
